CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1245,Male,34,97,28
1246,Male,33,98,74
1247,Male,24,99,18
1248,Female,56,101,83
1249,Female,32,103,21
1250,Male,70,99,42
1251,Female,67,101,33
1252,Female,32,103,44
1253,Male,45,99,58
1254,Female,23,101,69
1255,Female,24,103,73
1256,Male,67,113,48
1257,Male,56,120,69
1258,Male,45,126,100
1259,Male,44,137,45
1260,Male,34,113,22
1261,Male,78,120,67
1262,Female,44,126,58
1263,Female,39,137,45
1264,Male,68,113,13
1265,Female,89,120,15
1266,Female,66,126,18
1267,Male,89,137,30
1268,Male,78,113,54
1269,Female,67,120,68
1270,Female,57,126,57
1271,Male,54,137,89
1272,Female,64,113,37
1273,Female,67,120,48
1274,Male,65,126,10
1275,Male,78,137,3
1276,Male,55,103,27
1277,Female,43,103,49
1278,Female,68,103,50
1279,Male,66,101,46
1280,Male,38,101,10
1281,Male,45,101,2
1282,Female,67,103,6
1283,Female,45,99,36
1284,Male,54,98,49
1285,Female,67,97,17
1286,Female,43,99,59
1287,Male,67,98,69
1288,Female,54,97,89
1289,Female,75,44,79
1290,Male,76,67,5
1291,Male,43,34,67
1292,Male,66,57,4
1293,Male,44,86,56
1294,Male,56,69,41
1295,Male,75,33,45
1296,Female,44,34,29
1297,Female,43,21,20
1298,Male,56,23,8
1299,Female,76,19,38
1300,Female,45,18,27
1301,Male,65,63,14
1302,Male,43,97,19
1303,Female,55,93,50
1304,Female,67,59,39
1305,Male,54,47,58
1306,Female,32,48,67
1307,Female,32,44,59
1308,Male,54,43,89
1309,Male,36,40,90
1310,Male,46,33,99
1311,Female,32,34,94
1312,Female,21,39,67
1313,Male,34,42,35
1314,Male,34,50,47
1315,Male,55,54,21
1316,Female,32,57,14
1317,Female,23,57,2
1318,Male,56,137,4
1319,Female,54,101,9
1320,Female,65,101,5
1321,Male,33,126,33
1322,Female,54,120,45
1323,Female,43,71,67
1324,Male,66,72,55
1325,Male,53,73,79
1326,Male,65,74,74
1327,Male,34,74,99
1328,Male,50,75,94
1329,Male,43,76,15
1330,Female,56,77,13
1331,Female,45,78,16
1332,Male,43,79,11
1333,Female,56,81,10
1334,Female,53,85,48
1335,Male,34,87,37
1336,Male,56,87,69
1337,Female,54,85,56
1338,Female,76,81,43
1339,Male,54,88,97
1340,Female,34,93,56
1341,Female,56,97,78
1342,Male,54,98,25
1343,Male,56,99,37
1344,Male,43,101,56
1345,Female,54,30,89
1346,Female,54,33,67
1347,Male,66,34,10
1348,Male,64,37,78
1349,Male,43,79,58
1350,Female,67,25,39
1351,Female,64,23,2
1352,Male,77,18,78
1353,Female,45,17,39
1354,Female,34,16,78
1355,Male,34,15,90
1356,Female,67,57,49
1357,Female,54,87,28
1358,Male,65,85,47
1359,Male,43,85,25
1360,Male,75,75,67
1361,Male,35,88,78
1362,Male,43,93,39
1363,Male,65,97,12
1364,Female,54,99,14
1365,Female,43,98,23
1366,Male,75,97,35
1367,Female,75,98,46
1368,Female,54,113,57
1369,Male,35,126,68
1370,Male,45,78,79
1371,Female,34,77,80
1372,Female,33,47,91
1373,Male,64,40,13
1374,Female,23,42,24
1375,Female,43,43,33
1376,Male,45,19,48
1377,Male,53,20,57
1378,Male,55,21,62
1379,Female,54,23,59
1380,Female,76,24,70
1381,Male,54,28,79
1382,Male,43,87,10
1383,Male,75,120,4
1384,Female,54,137,8
1385,Female,54,88,57
1386,Male,54,23,90
1387,Female,34,25,46
1388,Female,67,38,55
1389,Male,53,39,78
1390,Female,64,42,57
1391,Female,46,15,10
1392,Male,75,40,47
1393,Male,45,46,39
1394,Male,67,57,20
1395,Male,65,87,30
1396,Male,86,85,48
1397,Male,54,98,46
1398,Female,33,28,88
1399,Female,30,29,74
1400,Male,76,38,48
1401,Female,78,40,39
1402,Female,64,23,20
1403,Male,32,21,22
1404,Male,54,113,90
1405,Female,54,103,38
1406,Female,76,93,29
1407,Male,67,97,48
1408,Female,50,25,18
1409,Female,56,28,11
1410,Male,45,37,14
1411,Male,43,42,27
1412,Male,67,47,53
1413,Female,75,24,46
1414,Female,34,23,25
1415,Male,67,19,3
1416,Male,56,23,5
1417,Male,65,48,38
1418,Female,76,50,63
1419,Female,56,54,22
1420,Female,54,60,18
1421,Male,32,113,37
1422,Male,34,120,28
1423,Female,45,126,94
1424,Female,43,88,70
1425,Male,56,93,59
1426,Male,32,97,78
1427,Male,23,40,10
1428,Female,45,43,11
1429,Female,43,48,35
1430,Male,67,50,57
1431,Female,43,30,69
1432,Female,68,28,29
1433,Male,89,20,20
1434,Male,65,18,18
1435,Female,43,17,73
1436,Female,54,38,11
1437,Male,76,69,49
1438,Female,45,70,70
1439,Female,34,75,70
1440,Male,55,79,49
1441,Male,54,87,28
1442,Female,76,93,56
1443,Female,54,88,3
1444,Male,76,137,87
1445,Female,54,29,67
1446,Female,43,38,89
1447,Male,56,54,12
1448,Male,54,47,22
1449,Female,23,50,57
1450,Male,43,60,66
1451,Female,54,30,34
1452,Male,50,20,77
1453,Female,27,18,34
1454,Male,38,15,89
1455,Female,40,93,67
1456,Male,39,57,4
1457,Female,23,77,8
1458,Male,31,85,79
1459,Female,43,87,11
1460,Male,40,103,73
1461,Female,59,120,45
1462,Male,38,97,79
1463,Female,47,88,90
1464,Male,39,44,94
1465,Female,25,23,99
1466,Male,31,19,100
1467,Female,20,71,67
1468,Male,29,59,89
1469,Female,44,59,36
1470,Male,32,60,57
1471,Female,19,60,38
1472,Male,35,60,28
1473,Female,57,60,79
1474,Male,32,60,67
1475,Female,28,60,23
1476,Male,32,61,34
1477,Female,25,61,60
1478,Male,28,62,13
1479,Female,48,62,67
1480,Female,32,62,10
1481,Male,34,62,45
1482,Male,34,62,78
1483,Male,43,62,44
1484,Male,39,63,99
1485,Male,44,63,68
1486,Female,38,63,26
1487,Female,47,63,90
1488,Female,27,63,49
1489,Male,37,63,34
1490,Male,30,64,99
1491,Male,34,64,56
1492,Male,30,65,35
1493,Male,56,65,8
1494,Female,29,65,78
1495,Female,19,65,89
1496,Male,31,67,34
1497,Female,50,67,67
1498,Female,36,67,56
1499,Male,42,67,79
1500,Male,33,69,67
1501,Male,36,69,3
1502,Female,32,70,57
1503,Female,44,70,89
1504,Male,39,71,23
1505,Female,68,71,89
1506,Female,89,71,89
1507,Female,66,71,24
1508,Female,89,71,13
1509,Female,78,71,35
1510,Female,67,72,89
1511,Female,57,72,46
1512,Male,54,73,89
1513,Male,64,73,13
1514,Male,67,73,12
1515,Male,65,73,89
1516,Male,78,74,54
1517,Male,55,74,43
1518,Female,43,75,22
1519,Female,68,75,98
1520,Female,66,76,45
1521,Female,38,76,77
1522,Male,45,77,69
1523,Male,67,77,54
1524,Female,45,77,27
1525,Female,54,77,67
1526,Male,67,78,88
1527,Female,43,78,45
1528,Female,67,78,78
1529,Male,54,78,34
1530,Male,75,78,68
1531,Male,76,78,12
1532,Female,43,78,87
1533,Female,66,78,68
1534,Male,44,78,89
1535,Male,56,78,89
1536,Male,75,78,23
1537,Female,44,78,80
1538,Female,43,79,57
1539,Male,56,79,23
1540,Female,76,81,89
1541,Female,45,81,89
1542,Male,65,85,34
1543,Female,43,85,67
1544,Female,55,86,89
1545,Male,67,86,45
1546,Male,54,87,90
1547,Male,32,87,35
1548,Male,32,87,79
1549,Male,54,87,90
1550,Male,36,87,24
1551,Female,46,87,78
1552,Female,32,88,34
1553,Male,21,88,65
1554,Female,34,88,87
1555,Female,34,88,23
1556,Male,55,93,45
1557,Male,32,93,66
1558,Female,23,97,24
1559,Female,56,97,78
1560,Male,54,98,98
1561,Female,65,98,65
1562,Female,33,99,43
1563,Male,54,99,56
1564,Male,43,101,89
1565,Male,66,101,67
1566,Female,53,103,43
1567,Female,65,103,56
1568,Male,34,103,55
1569,Male,50,103,87
1570,Male,43,113,98
1571,Female,56,113,36
1572,Female,45,120,57
1573,Male,43,120,89
1574,Female,56,126,34
1575,Female,53,126,78
1576,Male,34,137,64
1577,Female,56,137,73
1578,Female,54,126,84
1579,Male,76,126,89
1580,Male,54,126,65
1581,Male,34,113,55
1582,Male,56,113,77
1583,Male,54,103,89
1584,Male,56,120,90
1585,Female,43,113,50
1586,Female,54,103,30
1587,Male,54,137,54
1588,Female,66,137,43
1589,Female,64,101,37
1590,Male,43,101,92
1591,Male,67,15,95
1592,Female,64,15,60
1593,Female,77,20,97
1594,Male,45,17,64
1595,Female,34,18,66
1596,Female,34,19,77
1597,Male,67,21,89
1598,Male,54,16,54
1599,Male,65,23,78
1600,Female,43,25,98
1601,Female,75,30,77
1602,Female,35,28,66
1603,Male,43,29,44
1604,Male,65,23,56
1605,Male,54,21,59
1606,Female,43,19,69
1607,Female,75,25,89
1608,Female,75,29,79
1609,Female,54,23,5
1610,Female,35,33,67
1611,Male,45,34,4
1612,Male,34,37,56
1613,Female,33,39,41
1614,Female,64,38,45
1615,Male,23,33,29
1616,Female,43,40,20
1617,Female,45,39,8
1618,Male,53,44,38
1619,Male,55,42,27
1620,Male,54,50,14
1621,Female,76,47,19
1622,Female,54,44,50
1623,Male,43,46,39
1624,Male,75,48,58
1625,Male,54,49,67
1626,Female,54,54,59
1627,Female,54,57,89
1628,Male,34,49,90
1629,Female,67,85,99
1630,Female,53,137,94
1631,Male,64,101,67
1632,Female,46,99,35
1633,Female,75,93,47
1634,Male,45,88,21
1635,Male,67,87,14
1636,Male,65,63,2
1637,Male,86,70,4
1638,Male,54,75,9
1639,Male,33,77,5
1640,Female,30,58,33
1641,Female,76,48,45
1642,Male,78,42,67
1643,Female,64,30,55
1644,Female,32,69,79
1645,Male,54,63,74
1646,Male,54,71,99
1647,Female,76,75,94
1648,Female,67,78,15
1649,Male,50,79,13
1650,Female,56,81,16
1651,Female,45,75,11
1652,Male,43,60,10
1653,Male,67,61,48
1654,Male,75,59,37
1655,Female,34,101,69
1656,Female,67,113,56
1657,Male,56,120,43
1658,Male,65,137,97
1659,Male,76,93,56
1660,Female,56,63,78
1661,Female,54,42,25
1662,Male,32,57,37
1663,Female,34,71,56
1664,Female,45,77,89
1665,Male,43,81,67
1666,Female,56,62,10
1667,Female,32,59,78
1668,Male,23,37,58
1669,Male,45,33,39
1670,Male,43,40,2
1671,Male,67,24,78
1672,Male,43,23,39
1673,Male,68,40,78
1674,Female,89,78,90
1675,Female,65,64,49
1676,Male,43,79,28
1677,Female,54,29,47
1678,Female,76,57,25
1679,Male,45,49,67
1680,Male,34,79,78
1681,Female,55,81,39
1682,Female,54,113,12
1683,Male,76,137,14
1684,Female,54,120,23
1685,Female,76,98,35
1686,Female,35,99,46
1687,Female,39,42,57
1688,Male,29,46,68
1689,Male,28,103,79
1690,Male,46,103,80
1691,Female,59,103,91
1692,Female,35,101,13
1693,Male,48,101,24
1694,Female,44,113,33
1695,Female,40,113,48
1696,Male,49,120,57
1697,Female,19,120,62
1698,Female,50,101,59
1699,Male,69,103,70
1700,Male,47,113,79
1701,Male,68,120,10
1702,Male,39,120,4
1703,Male,27,120,8
1704,Male,48,113,57
1705,Female,69,113,90
1706,Female,60,126,46
1707,Male,36,137,55
1708,Female,80,137,78
1709,Female,56,137,57
1710,Male,65,137,10
1711,Male,24,126,47
1712,Female,44,126,39
1713,Female,38,126,20
1714,Male,66,103,30
1715,Female,77,103,48
1716,Female,19,103,46
1717,Male,69,113,88
1718,Male,50,113,74
1719,Male,38,120,48
1720,Female,69,120,39
1721,Female,78,126,20
1722,Male,70,126,22
1723,Male,85,137,90
1724,Male,75,137,38
1725,Female,84,101,29
1726,Female,83,103,48
1727,Female,68,103,18
1728,Male,67,137,11
1729,Male,66,126,14
1730,Female,28,99,27
1731,Female,55,98,53
1732,Male,77,97,46
1733,Male,74,98,25
1734,Male,74,113,3
1735,Female,75,126,5
1736,Female,79,78,38
1737,Male,68,77,63
1738,Male,64,47,22
1739,Male,63,40,18
1740,Female,66,42,37
1741,Female,60,43,28
1742,Male,59,19,94
1743,Female,48,20,70
1744,Female,26,21,59
1745,Male,28,23,78
1746,Female,19,24,10
1747,Female,20,28,11
1748,Male,24,87,35
1749,Male,38,120,57
1750,Male,57,137,69
1751,Male,46,88,29
1752,Male,29,23,20
1753,Male,44,25,18
1754,Female,30,38,73
1755,Female,66,39,11
1756,Male,57,42,49
1757,Female,66,15,70
1758,Female,49,40,70
1759,Male,57,46,49
1760,Male,29,57,28
1761,Female,46,87,56
1762,Female,59,85,3
1763,Male,77,98,87
1764,Female,47,28,67
1765,Female,54,29,89
1766,Male,76,38,12
1767,Male,67,40,22
1768,Male,50,23,57
1769,Female,56,21,66
1770,Female,45,113,34
1771,Male,43,103,77
1772,Male,67,93,34
1773,Male,75,97,89
1774,Female,34,25,67
1775,Female,67,28,4
1776,Female,56,37,8
1777,Male,65,42,79
1778,Male,76,47,11
1779,Female,56,24,73
1780,Female,54,23,45
1781,Male,32,19,79
1782,Male,34,23,90
1783,Male,45,48,94
1784,Female,43,50,99
1785,Female,56,54,100
1786,Male,32,60,67
1787,Male,23,113,89
1788,Female,45,120,36
1789,Female,43,126,57
1790,Male,67,88,38
1791,Female,43,93,28
1792,Female,68,97,79
1793,Male,89,40,67
1794,Male,65,43,23
1795,Male,43,48,34
1796,Female,54,50,60
1797,Female,76,30,13
1798,Male,45,28,67
1799,Male,34,20,10
1800,Male,55,18,45
1801,Female,54,17,78
1802,Female,76,38,44
1803,Male,54,69,99
1804,Female,76,70,68
1805,Female,54,75,26
1806,Male,43,79,90
1807,Female,56,87,49
1808,Female,54,93,34
1809,Male,23,88,99
1810,Male,43,137,56
1811,Male,54,29,35
1812,Male,50,38,8
1813,Male,27,54,78
1814,Male,38,47,89
1815,Female,40,50,34
1816,Female,39,60,67
1817,Male,23,30,56
1818,Female,31,20,79
1819,Female,43,18,67
1820,Male,40,15,3
1821,Male,59,48,57
1822,Female,38,49,89
1823,Female,47,54,23
1824,Male,39,57,89
1825,Female,25,49,89
1826,Female,31,85,24
1827,Male,20,137,13
1828,Male,29,101,35
1829,Male,44,99,89
1830,Female,32,93,46
1831,Female,19,88,89
1832,Female,35,87,13
1833,Male,57,63,12
1834,Male,32,70,89
1835,Male,28,75,54
1836,Female,32,77,43
1837,Female,25,58,22
1838,Female,28,48,98
1839,Female,48,42,45
1840,Female,32,30,77
1841,Male,34,69,69
1842,Male,34,63,54
1843,Female,43,71,27
1844,Female,39,75,67
1845,Male,44,78,88
1846,Female,38,79,45
1847,Female,47,81,78
1848,Male,27,75,34
1849,Male,37,60,68
1850,Male,30,61,12
1851,Female,34,59,87
1852,Female,30,101,68
1853,Male,56,113,89
1854,Male,29,120,89
1855,Male,19,137,23
1856,Female,31,93,80
1857,Female,50,63,57
1858,Male,36,42,23
1859,Female,42,57,89
1860,Female,33,71,89
1861,Male,36,77,34
1862,Female,32,81,67
1863,Female,44,62,89
1864,Male,39,59,45
1865,Male,68,37,90
1866,Male,89,33,35
1867,Male,66,40,79
1868,Male,89,24,90
1869,Male,78,23,24
1870,Female,67,40,78
1871,Female,57,78,34
1872,Male,54,64,65
1873,Female,64,79,87
1874,Female,67,29,23
1875,Male,65,57,45
1876,Male,78,49,66
1877,Female,55,79,24
1878,Female,43,81,78
1879,Male,68,113,98
1880,Female,66,137,65
1881,Female,38,120,43
1882,Male,45,98,56
1883,Male,67,99,89
1884,Male,45,79,67
1885,Female,54,25,43
1886,Female,67,23,56
1887,Male,43,18,55
1888,Male,67,17,87
1889,Male,54,16,98
1890,Female,75,15,36
1891,Female,76,57,57
1892,Male,43,87,89
1893,Female,66,85,34
1894,Female,44,85,78
1895,Male,56,75,64
1896,Female,75,88,73
1897,Female,44,93,84
1898,Male,43,97,89
1899,Male,56,99,65
1900,Male,76,98,55
1901,Male,45,97,77
1902,Male,65,98,67
1903,Male,43,113,54
1904,Female,55,126,5
1905,Female,67,78,76
1906,Male,54,77,23
1907,Female,32,47,2
1908,Female,32,40,34
1909,Male,54,42,5
1910,Male,36,43,5
1911,Female,46,19,5
1912,Female,32,20,34
1913,Male,21,21,67
1914,Female,34,23,54
1915,Female,34,24,77
1916,Male,55,28,86
1917,Male,32,87,54
1918,Male,23,120,43
1919,Male,56,137,66
1920,Male,54,88,45
1921,Male,65,23,44
1922,Female,33,25,55
1923,Female,54,38,54
1924,Male,43,39,6
1925,Female,66,42,75
1926,Female,53,15,34
1927,Male,65,40,71
1928,Male,34,46,5
1929,Female,50,57,88
1930,Female,43,87,7
1931,Male,56,85,73
1932,Female,45,98,10
1933,Female,43,28,72
1934,Male,56,29,5
1935,Male,53,38,93
1936,Male,34,40,40
1937,Female,56,23,87
1938,Female,54,21,12
1939,Male,76,113,97
1940,Male,54,103,36
1941,Male,34,93,74
1942,Female,56,97,22
1943,Female,54,25,90
1944,Male,56,28,17
1945,Female,43,37,88
1946,Female,54,42,20
1947,Male,54,47,76
1948,Female,66,24,16
1949,Female,64,23,89
1950,Male,43,19,1
1951,Male,67,23,78
1952,Male,64,48,1
1953,Male,77,50,73
1954,Male,45,54,35
1955,Male,34,60,83
1956,Female,34,113,5
1957,Female,67,120,93
1958,Male,54,126,26
1959,Female,65,88,75
1960,Female,43,93,20
1961,Male,75,97,95
1962,Male,35,40,27
1963,Female,43,43,63
1964,Female,65,48,13
1965,Male,54,50,75
1966,Female,43,30,10
1967,Female,75,28,92
1968,Female,75,20,13
1969,Female,54,18,86
1970,Male,35,17,15
1971,Female,34,38,69
1972,Female,22,69,14
1973,Male,25,70,90
1974,Female,67,75,32
1975,Female,45,79,86
1976,Male,54,87,15
1977,Male,76,93,88
1978,Male,67,88,39
1979,Male,50,137,97
1980,Male,56,29,24
1981,Male,45,38,68
1982,Female,43,54,17
1983,Female,67,47,85
1984,Male,75,50,23
1985,Female,34,60,69
1986,Female,67,30,8
1987,Male,56,20,91
1988,Male,65,18,16
1989,Female,76,15,79
1990,Female,56,103,28
1991,Male,54,103,74
1992,Female,32,103,18
1993,Female,34,101,83
1994,Male,45,101,21
1995,Male,43,113,42
1996,Male,56,113,33
1997,Female,32,120,44
1998,Female,23,120,58
1999,Female,45,101,69
2000,Male,43,103,73
2001,Male,67,113,48
2002,Male,43,120,69
2003,Female,68,120,100
2004,Female,89,120,45
2005,Female,65,113,22
2006,Female,43,113,67
2007,Female,54,126,58
2008,Male,76,137,45
2009,Male,45,137,13
2010,Female,34,137,15
2011,Female,55,137,18
2012,Male,54,126,30
2013,Female,76,126,54
2014,Female,54,126,68
2015,Male,76,103,57
2016,Male,54,103,89
2017,Male,43,103,37
2018,Female,56,113,48
2019,Female,54,113,10
2020,Male,23,120,3
2021,Male,43,120,27
2022,Male,54,126,49
2023,Female,50,126,50
2024,Female,27,137,46
2025,Male,38,137,10
2026,Female,40,101,2
2027,Female,39,103,6
2028,Male,23,103,36
2029,Female,31,137,49
2030,Female,43,126,17
